attrs,values
units,"1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,forecast_reference_time_hour,scaled_vertical_displacement
0,2000-01-01,6,618,-2.95760012,56.38629913,3.00000000,1.14134848
0,2000-01-01,6,619,-3.98469996,55.66609955,3.00000000,1.05863261
0,2000-01-01,6,620,-4.61049986,50.68650055,3.00000000,1.09289420
0,2000-01-01,6,621,-4.69540024,50.47900009,3.00000000,1.00679457
0,2000-01-01,6,622,-4.44939995,50.43600082,3.00000000,0.99234861
0,2000-01-01,6,623,-4.40500021,50.82910156,3.00000000,1.01276517
0,2000-01-01,6,624,-4.34740019,50.85219955,3.00000000,1.03971767
0,2000-01-01,6,625,-4.36770010,50.39989853,3.00000000,1.09720087
0,2000-01-01,6,626,-5.00780010,51.72380066,3.00000000,0.99569547
0,2000-01-01,6,627,-5.05819988,51.72520065,3.00000000,0.99913722
0,2000-01-01,6,628,-3.33520007,51.77149963,3.00000000,0.89194906
0,2000-01-01,6,629,-1.25109994,52.47409821,3.00000000,1.01486659
0,2000-01-01,6,630,0.19589999,51.47900009,3.00000000,1.00693119
0,2000-01-01,6,631,-0.14749999,52.29809952,3.00000000,1.03166354
0,2000-01-01,6,632,-1.27719998,52.17890167,3.00000000,0.94019258
0,2000-01-01,6,633,9.97739983,53.56019974,3.00000000,1.01302207
0,2000-01-01,6,634,-3.28299999,53.98300171,3.00000000,1.00000000
0,2000-01-01,6,635,-4.53299999,53.25000000,3.00000000,1.00119627
0,2000-01-01,6,636,1.88300002,51.93000031,3.00000000,1.00000000
0,2000-01-01,6,637,0.43610001,53.12749863,3.00000000,0.99429691
0,2000-01-01,6,638,-2.98609996,53.17449951,3.00000000,1.01432359
0,2000-01-01,6,639,-2.57579994,51.52140045,3.00000000,0.97705579
0,2000-01-01,6,640,-1.53149998,54.29679871,3.00000000,1.00700462
0,2000-01-01,6,641,-3.40000010,51.40999985,3.00000000,0.98920572
